,Class,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,SSA13,SSA14,SSA15,SSA16,SSA17,SSA18,SSA19,SSA20,SSA21,SSA22,SSA23,SSA24,SSA25,SSA26,SSA27,SSA28,SSA29,SSA30,SSA31,SSA32,SSA33,SSA34,SSA35,SSA36,SSA37,SSA38,SSA39,SSA40,SSA41,SSA42,SSA43,SSA44,SSA45,SSA46,SSA47,SSA48,SSA49,SSA50,SSA51,SSA52,SSA53,SSA54,SSA55,SSA56,SSA57,SSA58,SSA59,SSA60,SSA61,SSA62,SSA63,SSA64,SSA65,SSA66,SSA67,SSA68,SSA69,SSA70,SSA71,SSA72,SSA73,SSA74,SSA75,SSA76,SSA77,SSA78,SSA79,SSA80,SSA81,SSA82,SSA83,SSA84,SSA85,SSA86,SSA87,SSA88,SSA89,SSA90,SSA91,SSA92,SSA93,SSA94,SSA95,SSA96,SSA97,SSA98,SSA99,SSA100,SSA101,SSA102,SSA103,SSA104,SSA105,SSA106,SSA107,SSA108,SSA109,SSA110,SSA111,SSA112,SSA113,SSA114,SSA115,SSA116,SSA117,SSA118,SSA119,SSA120,SSA121
0,0,0.053968254,0.041269843,0.057142857,0.08571429,0.015873017,0.031746034,0.04761905,0.06984127,0.025396826,0.073015876,0.07619048,0.057142857,0.028571429,0.028571429,0.041269843,0.04761905,0.06666667,0.0031746032,0.022222223,0.12698413,0.0,-1.3226237,-0.10561303,2.1769698,0.5986255,0.2311059,-0.9757272,1.0882288,-0.98888093,2.1869004,-1.5041828,-0.909333,-0.1785248,-1.3513893,0.95407194,-0.5889391,-0.014176891,-1.4103724,-0.95228875,-1.5413661,-0.15937595,3.8196352,0.06428523,0.5306035,0.8399516,-0.6120401,-0.23408249,0.594009,-0.017766356,1.2900401,1.6809784,-1.5205886,-0.53438854,2.3316984,0.73405135,1.6753263,1.2232928,-1.5226967,-1.9501107,-1.8698045,1.8712938,-0.049588315,0.80704707,-0.9591489,0.5430934,-0.94541067,-1.0087816,2.3540378,1.0068867,1.3520361,2.1190996,2.0757594,0.50225616,0.64954436,0.13112205,0.20636825,0.31713578,-0.03637247,-0.25552005,1.8554916,-0.054211453,0.35251898,-1.6753453,-1.5503669,-0.20711024,-0.4751999,0.4301406,0.9129042,0.10238792,-0.3037076,-1.0322849,2.0998874,-0.5342991,0.24842094,-1.9676746,0.2929925,-0.5362541,1.969961,-1.4288143,1.6732658,-0.19464335,-0.14968012,0.43602827,-0.40808243,-1.3186448,-1.8109825,0.5163092,3.6766138,-1.025787,-0.5252815,-0.6896051,-2.1337216,0.009271698,0.04000532,0.023360573,1.062412,0.64681804,0.30942562,-0.10810335,-0.13033538,-0.36283273
1,0,0.027972028,0.031468533,0.15384614,0.055944055,0.01048951,0.07692307,0.024475524,0.013986014,0.006993007,0.08041958,0.09440559,0.055944055,0.013986014,0.024475524,0.01048951,0.0979021,0.066433564,0.034965035,0.066433564,0.05244755,0.0,-0.8029171,1.780818,-1.5517389,1.0186424,-0.44244385,0.974634,-0.37054828,1.7861494,0.7992108,-0.6119248,-0.1522224,-1.6299641,1.8920645,0.42732623,0.9923313,0.5707931,-0.69782484,0.35404164,-1.3066695,-0.5987518,2.823341,-0.28288272,-0.12715456,-1.6122264,-0.08049985,-0.40086296,0.85486406,-0.1429171,-1.7311407,-2.1522055,1.1451602,0.8081789,-0.40332982,-0.9136376,0.4744728,-1.3040293,0.5672719,-2.1107326,2.0320628,-1.5987643,1.366438,0.52142143,0.6117336,0.54984397,-0.28458717,1.640076,1.201658,-1.1407994,0.1374825,-1.3709518,-2.376362,0.8747309,-1.8488189,-0.20988563,1.5552219,-0.827289,-0.11032619,-0.071863,-1.3729897,-0.3800116,0.21813752,1.4275237,3.221444,0.23770894,0.029121099,0.55333555,-0.91943794,0.14663278,-0.22680832,-0.7209655,-1.5622181,-0.56963176,0.26331288,2.8875089,-0.0068304245,-0.16262625,-1.8833959,2.4471323,-1.9495909,0.30250758,2.8290396,-0.71773493,0.0076851244,0.03704127,2.0884068,-1.1130683,4.1770353,1.6353925,-0.5737946,0.2517336,-1.3406035,-1.467587,-0.3002801,-0.027719738,1.4357507,-0.8961648,-0.12840138,-0.14454164,-0.09548642,0.16509315
2,0,0.06185567,0.05498282,0.041237116,0.08247423,0.0068728523,0.030927835,0.08247423,0.06185567,0.024054984,0.07216495,0.096219935,0.07216495,0.020618558,0.05498282,0.020618558,0.05498282,0.05498282,0.010309279,0.041237116,0.05498282,0.0,0.12339316,0.28073838,1.2338694,0.5890949,-0.06808007,-0.20225984,0.9347679,-1.0163444,0.15623741,-1.303828,-0.973835,-0.7419446,-1.3373139,1.3562126,-1.0501812,0.12818232,-0.8186518,-1.0176611,0.87304187,0.1386316,4.0492425,-0.15927398,-0.03267419,0.70384985,-0.26322162,0.24213465,0.2122926,-0.18110272,2.112428,1.336168,-0.40485454,-0.531082,1.4693664,0.918254,1.1439621,0.5528494,-1.1064295,0.30148426,-1.2928402,1.405717,-0.0049199793,-0.15886346,-0.4277344,0.3667409,-1.1124132,-0.8738845,2.4288168,0.18487862,0.08779069,1.0408188,0.857939,0.007861516,0.4893823,0.070840776,-0.40006235,0.09941029,-0.30844402,-0.23589957,-0.0244464,-0.30886322,-0.22422461,-1.4167408,-0.48999485,-0.19420423,-0.2799517,-1.0745631,0.36881736,-0.38371468,-0.03417229,-0.9178313,1.1849174,0.3769191,-0.36710036,-1.1887108,0.13230108,-0.1269649,2.3935292,-0.7417013,1.4272093,0.83317804,1.0176057,0.31287757,-0.077999264,0.11891255,-1.8625826,-0.28647235,4.2841673,-1.1746379,0.95027083,-0.42859578,0.01803585,0.23496,0.050522998,0.12683648,0.84576386,1.3027812,0.18150443,-0.53639716,-0.13012743,-0.5536359
3,0,0.12612613,0.08558559,0.027027028,0.072072074,0.0,0.076576576,0.12612613,0.018018018,0.013513514,0.045045048,0.12162162,0.08558559,0.036036037,0.027027028,0.0045045046,0.06306306,0.03153153,0.0045045046,0.0,0.036036037,0.0,1.184245,1.6913279,1.3164833,0.33900127,-0.21634874,2.927632,-2.0674176,0.8221245,-2.1018891,1.7692372,-0.9366488,-0.38683245,1.9465022,-1.1114881,-2.6653159,-0.5348746,2.8078794,0.015775347,1.7085086,0.5074845,5.328031,-0.62861323,-0.27788636,0.23016997,0.567021,1.5740777,-1.2800261,-0.02470355,1.1160351,1.7184945,2.290499,-0.95407057,-2.8591247,-0.71298385,-1.3557531,2.96489,1.0542759,2.8842642,-0.90328526,-0.6502406,2.0716298,0.7746827,0.46364203,-0.3272043,1.3176872,0.63539296,4.393598,-1.2750303,0.31130454,-2.2524762,-2.2500224,0.12654169,0.24881741,-0.0035288637,-0.46815816,2.1474323,0.14084318,0.1296076,0.9096045,0.25506333,-1.1072849,-1.2257458,0.4431051,1.3524903,0.5214761,-2.718303,0.4643651,-0.72116625,-0.30653974,-0.7375706,1.3943616,2.7006893,-0.1937916,0.8784256,0.044434715,-0.46869245,2.4560242,-0.9844757,-1.412695,-2.8370206,2.758001,-1.5313137,0.22213575,0.44368842,-2.320685,-1.1809975,5.1589594,-1.3748386,-1.6473444,-1.0060023,1.1508055,0.15500447,0.78651994,0.24346262,-1.2344326,-0.8502521,-0.15046321,0.34651276,0.46439436,-0.89219487
4,0,0.10576923,0.028846156,0.03846154,0.03846154,0.009615385,0.05769231,0.07692308,0.07692308,0.028846156,0.05769231,0.07692308,0.09615385,0.028846156,0.028846156,0.048076924,0.028846156,0.028846156,0.009615385,0.028846156,0.10576923,0.0,0.8371817,0.5908176,-0.29941267,1.2639081,-0.33149272,-0.78774905,-0.013853376,-1.445297,-0.4412638,0.6664562,0.0027720218,-0.33895254,-1.061314,-0.16429675,-0.7664664,-1.1240405,-0.5920882,-0.23957409,0.017002275,0.8496799,3.8304389,-0.13143472,-0.30215627,1.1992726,-0.046059884,0.16193347,0.19876347,-0.4735773,0.33975878,0.34222984,0.14952865,0.55092555,0.8217801,0.83899707,0.37257174,0.7046054,-1.0887197,0.3788781,-1.37837,0.76543444,-1.1229169,-0.66848624,0.45918223,0.8039114,0.5200635,-1.1822373,2.3381248,0.19897026,0.75331575,-0.036811825,0.81282103,0.024932638,0.89413494,-0.12591827,-0.1949516,0.9441012,-0.06344854,-0.3581669,-0.16044429,-0.19531144,0.25856525,0.22963385,-2.0787663,-0.19726446,-0.61365455,0.4737387,0.55019313,-0.10431046,-0.6813946,-0.75277185,0.46907702,-0.032640107,-0.24866028,-0.40144596,-0.019610748,-0.5792925,0.65144426,-0.38839856,1.3371897,0.15236764,-0.9987095,0.6827111,0.21876809,-0.15735148,-0.6315806,1.0615546,4.2853665,-0.023624761,2.0480473,-0.014950322,0.68686444,-0.8096678,-0.035693265,0.37130368,-0.87732077,-0.036974665,0.44021937,-0.09694174,-0.67123824,0.45469338
5,0,0.071428575,0.071428575,0.04887218,0.067669176,0.0,0.037593987,0.10150376,0.041353386,0.007518797,0.067669176,0.060150377,0.10150376,0.02631579,0.05639098,0.030075189,0.067669176,0.04511278,0.0037593986,0.04887218,0.04511278,0.0,1.3013322,0.8566729,0.3728191,0.36683565,-0.22186936,1.565054,-1.6699336,0.35838944,-2.4596577,2.1946435,-0.31644577,-1.2895397,0.8951814,-0.913123,-1.7486916,-0.56234807,2.7320333,-0.6969262,2.2928302,0.17902951,4.368703,-0.12666453,-0.54505485,0.2423639,0.31868345,1.8071786,-0.78739756,-0.18143582,1.0985664,1.840558,1.7721806,-0.693026,-1.8861359,0.041969497,-1.5757478,1.7127705,0.12922056,3.1026607,-1.0852281,-0.45145124,1.2724082,-0.04144349,0.37675998,0.093784176,0.67609656,0.040233243,3.1234012,-0.56394917,-0.12068593,-0.8462746,-1.1994559,-0.6783008,0.767472,0.19108173,-1.2778891,1.5395681,-0.07631661,-0.065174505,0.0028430682,0.2905261,-0.6564409,-1.0131407,-0.8211512,1.2599882,-0.052773714,-2.678638,0.3048663,-0.70418566,0.3781455,-0.7761111,1.0941305,2.3094547,-0.3476271,-0.4980703,0.105956815,-0.40114966,2.6316516,-1.2820138,-0.38611227,-1.8289894,1.0734978,-0.29358992,-0.3716269,1.3412775,-2.7034645,-0.78322643,5.183918,-1.0063213,-0.1361669,-0.7544518,1.9758866,0.49228227,0.2857269,-0.185253,-1.7184006,0.15247412,0.20997207,-0.04229463,0.5741729,-0.17154862
6,0,0.060913704,0.08629441,0.045685276,0.08121827,0.015228426,0.040609136,0.060913704,0.0964467,0.030456852,0.060913704,0.07614213,0.040609136,0.02538071,0.015228426,0.040609136,0.040609136,0.07106599,0.0,0.020304568,0.09137055,0.0,-0.43103328,1.3969587,-1.2573962,0.39366102,-0.3861896,0.6362073,-0.23031881,0.919484,0.90484416,-1.8879583,0.18384573,-1.6270969,1.4503375,1.9189961,1.1710244,0.83780146,-3.048494,-0.07648002,-0.9732877,-0.113061406,3.2915459,-0.55009437,1.7349968,-1.0269814,0.38077444,-0.15128212,0.57384706,0.114511564,-0.35830355,-2.584037,1.54826,1.6664875,2.1116378,-1.4355266,0.2554515,-0.74050474,0.69563615,0.1643935,0.9287219,-0.4764106,1.2749219,0.5217329,-0.6058074,0.42090312,-2.728491,1.5783141,1.506562,-1.3666353,0.6979699,-1.8442404,-1.5889785,0.104427725,-0.6954843,0.35381913,0.89948857,-3.2753558,0.014568083,-0.09587809,-1.9337583,-0.32531637,0.06707721,1.1561731,1.8786023,0.82343113,-0.5731278,1.0803047,-0.8232055,-0.3015772,-0.015463514,-0.65796214,-1.3074347,-0.48754302,-0.17984137,2.5661738,0.15531331,-0.91811574,-1.109657,1.9663723,-0.87426627,-0.35794407,1.121191,-0.4862662,-0.2256585,0.25952333,1.0323255,-0.25726044,4.001711,1.3109267,-1.4120165,0.25115928,0.88588053,-1.4803516,0.31618124,0.23566243,1.1000019,-1.394091,0.04693831,0.25708887,0.4535197,-2.476856
7,0,0.05769231,0.03846154,0.028846156,0.028846156,0.0,0.086538464,0.18269232,0.028846156,0.0,0.009615385,0.03846154,0.07692308,0.067307696,0.01923077,0.048076924,0.01923077,0.07692308,0.009615385,0.01923077,0.16346155,0.0,0.5366197,1.1894321,-1.9476027,0.35738507,-0.24591485,-0.9551513,-1.0574706,-0.7787914,-0.26724523,0.35208857,0.5286735,-1.9076738,1.4169981,1.5279064,0.8383393,0.17621747,-1.8426714,0.17022493,-0.019373963,0.6699046,3.3580325,-0.6892152,1.4067073,1.3893436,0.6067133,0.17409138,0.027071454,0.21942241,-0.9149579,-1.6401688,2.34156,1.8868991,0.81488025,-0.6449796,0.022113869,-0.87767357,0.20201801,1.2760047,0.7387992,0.5166372,0.60350716,-0.34356335,-0.16741112,-0.07133342,-0.012876772,-0.46177012,1.7302392,-0.065399885,1.2050552,-1.4533427,-0.6625801,-0.25688317,-0.48966894,-0.13259599,0.46857968,-1.0047519,0.44177005,-0.25740328,-1.7779132,-0.47494325,-0.057512138,1.4703646,0.47735015,1.2760212,-0.5874042,-0.59367543,-0.39236537,-0.6943564,-0.48074344,-0.49030027,-1.0025136,0.1706497,-0.7279163,0.8087275,-0.47223827,-0.7017288,-1.0756649,1.7086921,0.4043556,-0.521658,0.81000865,-0.08472433,-0.28510925,0.16923809,1.6409192,-0.68499523,4.679328,2.278909,1.3873723,0.25064993,1.5276661,-1.9240706,0.20302054,0.094910115,0.4854948,-1.2564812,0.27780148,0.42947286,-0.30146337,-0.16618559
8,0,0.086538464,0.08974359,0.057692308,0.03846154,0.009615385,0.03846154,0.08974359,0.06410257,0.016025642,0.060897436,0.115384616,0.044871796,0.025641026,0.025641026,0.025641026,0.05448718,0.070512824,0.012820513,0.016025642,0.057692308,0.0,-0.87451214,-1.0102297,2.1920826,0.55916923,-0.2221197,-0.68606675,1.7548865,-1.0844595,1.2463346,-1.4370074,-0.91767114,-0.2769794,-1.7808063,0.69621813,-2.1505704,0.13055266,-0.22985683,-1.2991018,-1.3642226,0.53227735,4.1553545,-0.2008545,-0.31273845,1.4653711,-0.98553616,-0.5395875,0.4597271,0.02416083,1.5059443,3.0411854,-0.14277041,-0.61605525,2.1595504,1.0938545,2.2347736,0.5776712,-1.8042812,-0.60904396,-1.777654,2.65109,0.75202405,0.25930518,-0.6856917,0.078240454,-1.6623306,-1.8305008,3.1835203,1.4977237,1.2372203,2.3032947,2.746253,-0.40567848,1.268658,-0.13524261,0.15433292,-0.54587394,0.103054024,-0.34213328,1.5777032,-0.24454154,0.11507805,-2.4135432,-0.6259743,-0.72481346,-0.20706734,-1.4667126,0.48689047,-0.21349633,0.02337319,-1.4067588,1.7997979,0.21723752,0.13297592,-2.4770892,0.25052002,-0.51249754,3.155039,-0.88714075,2.5345457,-0.11933765,0.28225204,1.0140679,-0.38221356,-0.5234903,-2.0129614,-0.47886863,3.1988032,-1.5443231,-0.03227001,-1.3500092,-2.083549,1.0155954,-0.2442537,-0.29892218,1.4769808,1.8518124,0.08178288,-0.007971137,-0.51846504,0.08156307
9,0,0.17358491,0.02264151,0.06037736,0.041509435,0.0,0.03018868,0.03018868,0.12075472,0.00754717,0.041509435,0.071698114,0.033962265,0.033962265,0.01509434,0.049056605,0.06037736,0.064150944,0.018867925,0.041509435,0.08301887,0.0,-0.51086056,0.29020944,1.9085922,0.9394795,-0.0858126,-1.2100061,0.89068466,-0.04457523,1.6472079,-1.1611902,-1.1603794,-0.7562893,-1.3736095,0.26986924,-1.2059375,-0.38911283,-1.0722712,-0.9199219,-0.69721174,0.118630745,3.7127876,0.0035336341,-0.13224363,-1.1105437,-0.39557526,-0.25581935,0.42504963,-0.051726736,1.275315,0.14112121,-2.8190286,-0.71085954,0.62912124,1.1712434,0.8654858,1.6258582,-1.0969474,-2.5950818,-1.7366955,0.41840252,-1.124107,0.6231062,-0.12599891,0.8215293,0.59354067,-0.62405336,2.0585537,0.68389267,-0.11912607,1.8637407,0.6749543,0.87901837,-0.05700692,0.23222424,-0.64479256,1.6441692,-0.6031662,-0.32518628,1.2701098,-0.24657513,0.5704905,-1.2394123,-1.9805508,-0.98981357,-0.5170531,2.8231795,1.1144419,0.07551215,0.06432637,-0.71083677,1.9852732,-1.5664806,0.50307226,-1.0120878,0.12735341,-0.250883,0.6913782,-1.0481482,0.37426558,1.7516779,-0.7490399,0.56812143,-0.17660713,-1.5286303,-1.420129,1.7977908,4.3173513,-1.8056403,0.23456876,-0.20541455,-2.5075333,0.20797655,0.33505458,-0.0649561,0.19505897,0.40731773,0.16772556,-0.0028317969,0.030563219,-1.2238369
