,Class,RPSSM1,RPSSM2,RPSSM3,RPSSM4,RPSSM5,RPSSM6,RPSSM7,RPSSM8,RPSSM9,RPSSM10,RPSSM11,RPSSM12,RPSSM13,RPSSM14,RPSSM15,RPSSM16,RPSSM17,RPSSM18,RPSSM19,RPSSM20,RPSSM21,RPSSM22,RPSSM23,RPSSM24,RPSSM25,RPSSM26,RPSSM27,RPSSM28,RPSSM29,RPSSM30,RPSSM31,RPSSM32,RPSSM33,RPSSM34,RPSSM35,RPSSM36,RPSSM37,RPSSM38,RPSSM39,RPSSM40,RPSSM41,RPSSM42,RPSSM43,RPSSM44,RPSSM45,RPSSM46,RPSSM47,RPSSM48,RPSSM49,RPSSM50,RPSSM51,RPSSM52,RPSSM53,RPSSM54,RPSSM55,RPSSM56,RPSSM57,RPSSM58,RPSSM59,RPSSM60,RPSSM61,RPSSM62,RPSSM63,RPSSM64,RPSSM65,RPSSM66,RPSSM67,RPSSM68,RPSSM69,RPSSM70,RPSSM71,RPSSM72,RPSSM73,RPSSM74,RPSSM75,RPSSM76,RPSSM77,RPSSM78,RPSSM79,RPSSM80,RPSSM81,RPSSM82,RPSSM83,RPSSM84,RPSSM85,RPSSM86,RPSSM87,RPSSM88,RPSSM89,RPSSM90,RPSSM91,RPSSM92,RPSSM93,RPSSM94,RPSSM95,RPSSM96,RPSSM97,RPSSM98,RPSSM99,RPSSM100,RPSSM101,RPSSM102,RPSSM103,RPSSM104,RPSSM105,RPSSM106,RPSSM107,RPSSM108,RPSSM109,RPSSM110
0,1,3.443722944,3.519480519,4.439935065,3.808080808,4.477272727,3.966810967,4.508116883,2.803030303,5.859307359,3.632034632,4.686147186,4.590909091,5.352272727,2.791486291,2.948051948,2.730880231,3.147727273,3.675324675,4.896103896,2.961038961,5.254329004,5.308441558,6.082792208,3.448412698,3.655844156,3.294733045,3.654220779,4.172077922,5.412337662,3.568181818,3.476911977,2.737373737,3.569083694,1.340548341,2.660533911,2.486291486,2.137265512,2.531746032,4.466810967,2.828282828,4.1504329,3.207792208,3.790584416,2.744949495,4.558441558,4.160533911,4.375,3.081168831,5.522727273,3.775974026,3.876623377,3.25974026,4.009199134,2.316017316,3.208874459,3.55988456,3.731060606,2.928571429,5.296536797,3.805194805,4.025974026,3.334415584,3.751623377,2.605339105,3.788961039,3.605339105,3.871753247,3.12987013,5.844155844,3.857142857,2.792207792,3.012987013,3.816558442,2.523088023,3.353896104,2.904040404,2.689935065,1.402597403,4.428571429,1.902597403,5.465367965,4.324675325,5.48538961,4.101010101,6.295454545,6.001443001,4.956168831,3.811688312,7.487012987,5.194805195,2.965367965,3.12987013,3.823051948,2.414862915,3.295454545,3.328282828,3.267857143,1.454545455,3.779220779,2.474025974,3.902476441,3.798035832,5.112138396,1.439988312,3.698553583,3.224852071,3.438075279,1.269066404,6.847633136,2.730604865
1,1,4.03647587,3.955106622,4.977833895,3.839506173,4.01318743,4.374298541,3.877244669,4.748035915,5.891133558,3.551066218,4.453843996,4.170454545,4.768939394,2.979096521,3.683080808,3.576739618,3.911616162,4.988636364,6.251262626,3.928030303,5.262766554,4.763888889,5.157828283,3.409231201,4.266414141,3.718995511,4.47979798,5.587121212,7.006313131,4.390151515,3.42312009,2.76318743,3.296015713,1.587542088,2.471099888,2.644219978,2.584315376,3.884399551,5.431537598,2.987093154,4.235409652,4.285353535,4.919191919,2.758978676,3.090909091,3.915544332,3.900252525,4.28030303,4.436868687,2.734848485,4.682940516,4.140291807,4.755611672,2.533108866,3.514870932,3.966891134,3.81832211,3.936588103,5.689113356,3.200897868,4.383978676,4.10479798,4.622474747,2.33852413,3.263888889,3.789702581,3.775252525,3.880050505,5.380050505,3.38510101,3.704264871,4.247474747,5.108585859,4.170594837,4.007575758,4.424803591,3.89520202,4.944444444,7.202020202,3.898989899,5.147025814,5.353535354,5.921717172,5.24298541,6.315656566,6.82379349,6.183080808,6.171717172,8.287878788,5.843434343,3.434904602,3.217171717,3.532828283,2.571268238,3.426767677,3.889450056,3.698232323,3.116161616,6.060606061,2.646464646,4.048177778,4.2975,5.2906,1.609011111,3.3034,3.738344444,3.606875,4.2875,7.8144,2.6824
2,1,2.488603989,3.481303419,3.825320513,3.53988604,3.104700855,3.210826211,3.976495727,1.895299145,4.863247863,4.982905983,3.808226496,3.355769231,3.849358974,2.856659544,3.469551282,3.225605413,3.697115385,2.895833333,5.504807692,5.216346154,4.575320513,4.006410256,4.365384615,3.696403134,4.325320513,4.217058405,4.568910256,3.709935897,6.504807692,5.966346154,3.176638177,2.76264245,3.623753561,1.623931624,2.264245014,2.180911681,2.221509972,2.704415954,4.740740741,3.817663818,2.39957265,3.133012821,3.834935897,2.614672365,2.413461538,2.492165242,2.868589744,2.294871795,5.192307692,3.493589744,2.698005698,2.98201567,4.016203704,2.542735043,2.671652422,2.710826211,2.934472934,2.586182336,5.07977208,4.024216524,3.391025641,2.915064103,3.725961538,2.422364672,3.060897436,2.936609687,3.330128205,2.673076923,5.570512821,4.397435897,1.980769231,2.947115385,3.697115385,2.563390313,2.153846154,2.492165242,2.852564103,1.307692308,4.121794872,4.032051282,4.803418803,5.671474359,7.004807692,3.505698006,3.711538462,4.165242165,3.942307692,3.929487179,6.025641026,6.064102564,4.846153846,5.709935897,6.748397436,4.022792023,3.346153846,3.878917379,4.185897436,4.391025641,4.987179487,6.307692308,2.425786466,3.989585002,5.27351386,1.462977799,2.381990066,2.576260927,3.047748758,1.36099984,6.424290979,5.856753725
3,1,2.983451537,3.343823877,3.89391253,3.241725768,2.867760047,4.241725768,2.223699764,2.644799054,4.820330969,1.726359338,4.205526005,4.513297872,4.674202128,2.892287234,2.912234043,3.19784279,2.208776596,4.089095745,5.450797872,2.424202128,4.509604019,5.093085106,5.232712766,3.547429078,3.178191489,3.328161939,2.695478723,4.692819149,5.820478723,2.942819149,3.953900709,3.475029551,3.473699764,1.838652482,2.959958629,3.380023641,2.370862884,2.995862884,4.135933806,2.605791962,2.6053487,2.930851064,3.466755319,2.726507092,2.582446809,4.156176123,2.26462766,2.309840426,3.703457447,1.932180851,3.377659574,3.916518913,4.48965721,3.641843972,3.390809693,5.190307329,3.574763593,3.745862884,4.708628842,3.561465721,2.215277778,2.752659574,3.208776596,2.414450355,2.103723404,3.423906619,1.815159574,2.107712766,3.315159574,1.517287234,3.31678487,3.966755319,4.162234043,3.203900709,2.565159574,3.099881797,1.82712766,3.037234043,4.638297872,1.484042553,4.527777778,3.902925532,4.619680851,4.659574468,4.894946809,6.130023641,4.098404255,4.031914894,6.367021277,3.712765957,1.738770686,2.807180851,3.236702128,2.874113475,1.884308511,3.465130024,1.651595745,1.707446809,3.287234043,1.005319149,2.793671899,3.957229917,4.651135734,1.897199138,2.364709141,4.314607572,1.523379501,2.795124654,6.066925208,0.872465374
4,1,3.64516129,3.563172043,4.024641577,3.706690562,4.289874552,4.978494624,3.667562724,3.591397849,3.471326165,2.379928315,4.31660693,3.571236559,4.240591398,2.492831541,2.958333333,3.591995221,2.370967742,3.956989247,3.080645161,1.865591398,5.010155317,4.353494624,5.060483871,2.892473118,3.22983871,3.95041816,2.545698925,4.623655914,3.311827957,2.139784946,3.54958184,2.869623656,3.580197133,1.591995221,1.879480287,2.856630824,2.047491039,4.204301075,3.159498208,2.007168459,2.672789725,2.424731183,2.978494624,2.954749104,4.067204301,4.921296296,3.952956989,4.286290323,4.721774194,3.24327957,4.087216249,3.141427718,3.697879331,3.215651135,4.595728793,5.33572282,4.50567503,5.201911589,5.372162485,4.022700119,2.971624851,2.305107527,2.971774194,2.533154122,3.415322581,4.316905615,3.435483871,3.626344086,4.303763441,2.642473118,4.592592593,4.584677419,5.286290323,3.586021505,3.544354839,4.497013142,3.314516129,4.591397849,3.220430108,2.064516129,3.477897252,3.439516129,3.883064516,3.553763441,3.716397849,4.708482676,3.760752688,4.268817204,3.73655914,2.322580645,1.995818399,1.880376344,2.495967742,2.229390681,2.571236559,3.871565114,2.481182796,2.553763441,2.397849462,0.951612903,3.553744781,3.141693074,4.159715935,1.675670238,3.347810095,4.41151099,2.796287913,4.05488909,3.559981892,0.868718877
5,1,2.386243386,4.178571429,4.155257937,2.666666667,2.993055556,3.973544974,2.90625,1.688492063,3.75,2.523809524,4.012731481,4.075892857,4.199404762,3.254133598,4.165178571,4.778604497,3.8125,3.751488095,6.430059524,4.614583333,4.301917989,4.526785714,4.605654762,3.481812169,4.261904762,4.448743386,3.816964286,3.925595238,6.431547619,4.526785714,2.446428571,2.69510582,2.929728836,1.275793651,2.565145503,3.05489418,2.006117725,2.149470899,4.056216931,2.496693122,2.883267196,4.110119048,4.519345238,2.321097884,3.074404762,4.238425926,2.757440476,2.4375,3.467261905,2.907738095,3.841269841,4.759920635,5.103670635,2.785714286,3.461309524,4.630952381,3.203869048,3.827380952,5.285714286,4.05952381,2.56630291,3.614583333,3.94047619,1.841435185,2.581845238,3.54646164,2.017857143,2.358630952,3.989583333,2.269345238,1.677910053,3.410714286,3.456845238,2.472883598,2.806547619,3.900132275,2.537202381,1.261904762,3.672619048,2.172619048,3.935846561,5.892857143,6.183035714,3.865740741,4.604166667,5.789021164,4.239583333,3.380952381,4.482142857,3.160714286,2.233465608,3.755952381,4.052083333,2.591931217,2.949404762,3.959656085,2.47172619,2.119047619,4.220238095,2.553571429,2.210595925,4.734394464,5.156193772,1.32733564,2.990657439,4.366782007,2.275294118,1.368304498,5.337577855,2.460899654
6,1,4.041830065,3.999019608,4.540196078,3.12745098,3.470098039,4.34379085,3.004901961,3.654901961,3.652941176,3.103921569,4.466503268,3.827941176,3.966176471,2.615522876,3.305882353,4.281535948,3.098529412,3.927941176,4.198529412,3.657352941,4.757189542,4.614705882,4.894117647,3.184640523,3.519117647,4.758496732,3.591176471,4.426470588,4.408823529,4.167647059,3.033986928,2.501633987,3.14869281,1.737908497,2.613888889,3.739869281,2.168300654,3.281045752,3.494771242,2.879084967,3.796895425,3.269117647,3.977941176,2.041993464,3.782352941,4.088398693,2.616176471,3.501470588,4.236764706,2.848529412,4.367973856,4.223202614,4.999673203,3.069281046,4.443300654,4.711764706,3.750653595,4.894771242,5.65751634,4.018300654,3.272875817,2.964705882,3.576470588,1.719934641,3.089705882,3.556535948,2.244117647,2.991176471,3.667647059,2.561764706,2.605228758,2.944117647,3.426470588,2.95620915,2.948529412,4.833986928,2.567647059,2.529411765,3.123529412,2.511764706,3.260130719,3.332352941,4.502941176,4.144444444,4.725,6.124183007,3.808823529,4.035294118,5.205882353,4.029411765,2.864052288,3.291176471,3.920588235,2.932679739,3.613235294,4.681045752,2.897058824,1.952941176,3.994117647,2.770588235,3.421128538,3.761796917,4.761627907,1.474851271,3.313581666,4.722507662,2.376690103,3.027717685,4.668469443,2.678339643
7,1,7.252834467,5.089285714,5.330782313,4.304421769,5.390731293,5.591836735,5.81292517,4.68707483,5.302721088,4.816326531,6.50255102,5.239795918,5.530612245,3.203798186,3.396683673,3.93452381,3.798469388,4.400510204,3.920918367,3.931122449,6.81420068,5.235969388,5.366071429,3.724631519,4.102040816,4.827806122,4.325255102,4.016581633,4.338010204,4.057397959,4.729591837,3.348922902,3.797902494,2.19047619,2.924178005,3.647959184,3.434807256,3.856575964,3.683106576,3.632086168,4.397959184,3.525510204,3.946428571,2.594104308,2.965561224,3.894557823,3.892857143,3.637755102,3.780612245,2.816326531,4.250566893,4.028628118,4.873866213,3.830498866,3.428713152,4.794784581,4.861111111,4.910430839,4.964852608,4.522675737,4.172193878,4.235969388,5.098214286,3.968679138,3.505102041,4.702806122,4.766581633,5.090561224,4.978316327,4.682397959,6.083333333,4.681122449,4.589285714,3.410430839,3.863520408,4.511904762,4.209183673,2.882653061,2.882653061,2.943877551,5.409863946,3.793367347,3.839285714,3.98185941,4.067602041,4.692176871,4.765306122,3.596938776,3.964285714,3.617346939,4.149659864,3.880102041,4.25255102,3.850907029,3.44005102,4.680272109,4.107142857,3.510204082,3.653061224,3.408163265,6.424197077,4.406540149,5.06922763,2.350780533,3.064738292,4.606627442,4.383838384,3.257626773,3.814508724,3.064177125
8,1,5.998737374,5.206123737,5.509627525,4.435606061,3.501104798,5.077020202,4.203282828,6.22790404,4.847222222,3.708964646,5.242108586,3.991477273,4.248579545,3.007260101,2.904829545,4.228219697,3.136363636,5.389204545,4.991477273,3.088068182,4.589646465,3.576704545,3.836647727,3.553661616,3.129261364,4.75,3.369318182,5.056818182,5.284090909,3.272727273,3.827020202,2.545770202,2.656092172,2.175505051,3.03582702,4.64520202,3.33459596,3.77209596,5.160353535,3.143308081,4.293244949,3.315340909,3.200284091,2.175820707,2.529829545,4.258522727,3.258522727,4.122159091,3.815340909,1.951704545,5.800505051,4.584911616,4.661142677,3.752525253,4.131786616,5.761363636,4.691919192,6.174873737,6.672979798,4.493055556,4.270044192,3.586647727,3.636363636,2.673453283,3.053977273,4.737215909,3.629261364,4.623579545,5.186079545,2.958806818,5.044191919,4.230113636,3.927556818,5.343434343,5.186079545,7.553030303,5.556818182,4.744318182,5.943181818,4.210227273,5.114267677,4.349431818,4.098011364,4.496843434,4.981534091,7.081439394,5.306818182,4.943181818,6.835227273,4.261363636,2.587752525,2.644886364,2.552556818,3.182449495,2.742897727,5.267045455,3.397727273,3.284090909,4.994318182,2.363636364,5.272033554,4.006122964,3.760888777,2.094769179,2.426271935,5.492628596,3.444893322,5.298825906,6.210831966,2.124731726
9,1,4.653073286,3.676566194,4.300236407,3.965130024,4.715573286,4.871158392,3.41858747,2.991725768,3.420803783,2.693853428,4.725768322,3.567819149,4.10106383,2.858156028,3.480053191,3.40070922,2.365691489,3.29787234,3.829787234,2.377659574,5.426566194,4.295212766,4.809840426,3.26285461,3.829787234,3.636968085,2.739361702,3.823138298,4.184840426,2.743351064,3.645390071,2.558362884,2.983451537,1.789598109,3.295951537,3.20035461,2.371306147,2.690898345,3.86820331,2.506501182,3.963800236,3.311170213,3.884308511,2.750443262,4.321808511,4.693705674,3.555851064,2.849734043,4.365691489,3.078457447,4.040189125,3.8125,4.457446809,3.101654846,3.876329787,4.747635934,3.613031915,3.476950355,4.466312057,3.593971631,3.065750591,2.619680851,3.171542553,2.28679078,3.396276596,3.527925532,2.428191489,2.022606383,3.304521277,1.953457447,3.193853428,2.780585106,3.340425532,2.904255319,3.386968085,3.466312057,1.964095745,1.675531915,2.877659574,1.122340426,3.63356974,3.722074468,4.319148936,3.411347518,4.594414894,4.689716312,3.474734043,2.356382979,3.792553191,2.420212766,2.289598109,2.408244681,3.0,2.585106383,3.01462766,3.533687943,2.022606383,1.143617021,2.611702128,1.026595745,4.221680517,3.536842105,4.536731302,1.844382887,3.894072022,4.13313635,2.118393352,1.557229917,3.744044321,0.938947368
